,name
1704,kazal
1705,yashsvi
1706,gayatri devi
1707,ponam
1708,chand tara
1709,kiswar jahan
1710,monika tyagi
1711,sanjida
1712,tarawati devi
1713,himanshi
1714,pryanka god
1715,panchoo
1716,sukhdeep
1717,aachal
1718,kirad
1719,meena chauhan
1720, hemlata
1721,kasish 
1722,devi  kailash
1723,nasira bano
1724,bhoti
1725,chanchal saini
1726,ujamma
1727,saksi
1728, mamta harijan
1729,anjli  shilpa
1730,uraf
1731,safika
1732,veshnav
1733,bharti pasi
1734,deepali
1735,p subramani
1736,gul afshan
1737,govind ram
1738,rehana banu
1739,jayada
1740, hasina  buttr
1741,rupa saini
1742, nanhi devi
1743,huseni bano
1744,km komal
1745,sarah
1746,afsari
1747,miss santra
1748,onginye
1749,chuni devi
1750,bohati
1751,basanti devi
1752,anam
1753,mandi devi
1754,hasina
1755,mahto
1756,veshali
1757,sandha
1758,mohd aslam
1759,zarina
1760,mehra
1761,bakhtvaar jahan
1762,jyoti kumari
1763,ankita  mini
1764,klu kumari rokaya
1765,marsi
1766,umda khatoon
1767,gotiya
1768,nikhat khatoon
1769,karima
1770,vishavkarma
1771, kamlesh
1772,saroj  savita
1773,pooja kashyap
1774,ali devi
1775,monam sharma
1776,noorjhan
1777,sadhana devi
1778,ishlawati
1779,doughter
1780,shehnaz
1781,gulati
1782,nahid fatima
1783,ku neeru
1784,sunita yadav
1785,sweety
1786,nitu hada
1787,priya  sushma
1788,chorasiya
1789,gurmel kour
1790,malviya
1791, jamna
1792,rinku devi
1793,gurpreet kaur
1794,kumari geeta
1795,lalutha
1796,mega
1797,santro devi
1798,ashmin
1799,shivani sharma
1800,km puja
1801,satwanti
1802,samya
1803,yoshoda
1804,magar
1805,seema kumari
1806,deepti bhargav
1807,punni devi
1808,mehta
1809,jaswinder kaur
1810,mina meena
1811,bsram
1812,bhagwani
1813, seema pandya
1814,ramaiya
1815,mhega
1816,bharti kumari
1817,masi
1818,payal kumari
1819,shabbo devi
1820,sawati
1821,lakhe
1822,priydarshni
1823,manful bai
1824,mehditha
1825,suriti
1826,shyamvati
1827,choubisa
1828,soam
1829,aarti yash
1830, pano devi
1831,shrivastav
1832,laltia dass
1833,dholi
1834,nayana
1835,farida khatun
1836,jasvinder kaur  gogi
1837,leena
1838,keta
1839,punit
1840,ruckmani
1841,raunaf jahan
1842,sajan
1843, saraswati devi
1844, raji devi
1845,saviti
1846,gangajali devi
1847,anju bala
1848,jahra
1849,khurshid
1850,nang
1851,asha
1852,Madhu
1853, rekha mahesvri
1854,mahi
1855,nazir
1856,parvashi
1857,nazia
1858,jomiya
1859,heena
1860,pooja taneja
1861,kusumlata
1862,roshan bai
1863, kajal
1864,aslam
1865, anuradha
1866,chameli devi
1867,sukhpreeet kour
1868,chand
1869,kumari ankita singhal
1870,reeti
1871,meenat khan
1872,manju
1873,sushma kapoor
1874,bidami
1875,anjana
1876, anupriya  gudiya
1877,miss kamlesh
1878,minashi
1879,manisha bhardwaj
1880, husna
1881,gaytri bai
1882,shikha soni
1883, geeta roat meena
1884,saanu
1885,nalini
1886,sna
1887,somanti
1888,govind kunwar
1889, sudesh davi
1890,sunita with her daughter
1891,aarati urf silochna
1892,majida
1893, uma halshi
1894, rekha
1895,nayaka rahman
1896,rajni arya
1897,inderjeet kour
1898,beauty dass
1899,prshad
1900,nazma khatoon
1901,shasina
1902, fulki  bansi lal
1903,Sangeeta pooja
1904,chokeyiyakra
1905,salma roshni
1906,bhawana jat
1907,upasana anshu
1908,mamta pandey
1909,kanchi
1910,hemraj
1911,munni devi
1912,fooljhnah
1913,maheshar
1914,harsha
1915,pramila katara
1916,seema vishwakarma  sapna
1917, meena devi
1918,dharmshila
1919, bholi devi
1920, vinod devi
1921,ku meena
1922,manormapal
1923,sheelu
1924,ms k satya
1925,jayanti  pooja
1926,ms deepa
1927,sasibala
1928,sita
1929,krashna
1930,sakshi  soniya
1931,sivani devi
1932,imrana
1933,kum nidhi
1934,aarti diwakar
1935,meenakshi raj sharma
1936,gargi
1937,rekha with two doughters pooja lakhsmi
1938,nikky
1939,afsana
1940,ladli
1941,nenshi
1942,indra kumari mina
1943, radha
1944,mohseena
1945,srimati
1946,fulki
1947,ms jayanti maid
1948,bina ravat
1949,gurbeg
1950,amarmula
1951,shiv kumari
1952,pooja garg
1953,banu
1954,sakila damor
1955,bashanti devi
1956,pinki chanda
1957,brn
1958,nisha  chinu
1959,kannojiya
1960,rakhi with two child devraj age yrsdeepak age
1961,raj kumari  laxmi
1962,sehnaaz baano
1963,sema
1964,gulshan jha
1965,kumari khushabu
1966,neeshu
1967,pavi
1968,sadu
1969, itvarya
1970,geetali
1971,akhilesh kumari
1972, sugna devi
1973,rooshi
1974,kanku dendor meena
1975,bharti devi
1976,pooja  puspa
1977,roshni devi
1978,naaz
1979, neeru gadari
1980,pooja gurjar
1981,kumari meera
1982,asanti
1983,kanvari
1984,pushpa gyhelot
1985,foranti
1986,fatima
1987, maya
1988,mansi  minakshi
1989,rani
1990,kaifiya siddaki
1991,sayana
1992,jeet
1993,bohati devi
1994, foolmati
1995,parveen
1996,afshan
1997,laxita
1998,anara  pinki
1999,mehronisha
2000,mamta devi
2001,dipeeka
2002,nilam sharma
2003,bhuli
2004,ratani
2005,chhavi
2006,kumari ritu dabi
2007,ku kanchan duvedi
2008,chander rekha  om prakash
2009,sony
2010,miss kanchan
2011,santoshi kumari
2012,caste
2013,surgayani
2014,babita sarkar
2015,kumari kamlesh
2016,soni  bharti
2017,paramshela
2018,dropti raiger
2019,shweta
2020,ruji
2021,miss santosh
2022, surbhi
2023,sahida laskar
2024,shahida
2025,asmit kaur
2026,miss sunita
2027,rajudi doda
2028,megha bhasin
2029,nazneen
2030,kbeta
2031,chandni mahto
2032,seni
2033,sharmili
2034,amisha  munni
2035,fornta
2036, laxmi urf gudiya
2037,arjun
2038,rasid
2039,khushboo khan
2040,nisha kandwal
2041,manbhar
2042,farjana
2043,namita or nimmi
2044,dhanwanti  devi
2045,kum maya
2046, deepika
2047,nilam kumawat
2048,aishwarya
2049,laxmi  sapna
2050,sima devi
2051,nahid  huma
2052,mamta paliwal
2053,four
2054,archna  tulsi ram
2055,peena
2056,disi
2057,kumari archana
2058,lambhu devi
2059,priti doli
2060,poonam das
2061,patwari
2062,prami
2063,gori
2064,sanita
2065,shima
2066,mansi khurana
2067,indu devi
2068,himani joshi
2069,sameem
2070,nanki
2071,thapa
2072,khushboo
2073,shrimati monika jain
2074,ruhi khatoon
2075,rajanti
2076,bhagay shree
2077,rangaswami
2078,masum jannat
2079,nano sabroon khan
2080,raja
2081,nehal kumari
2082, laxmi
2083,manoj
2084,sonaki
2085, udi
2086,sarmila devi
2087,roshani devi
2088,pushpa soni
2089,neeta devi
2090,tania parveen
2091,shiteel
2092,najreen
2093,ankit goyel
2094,pakhali
2095,nahid  shabia
2096,sudha devi
2097,shruti
2098,santi bai
2099,aanik
2100,pinki bai
2101,anita rajput
2102,rambha
2103,chandni with his son karan
2104,kumari reshma
2105,mahimunasvi
2106,jaswantpura
2107,ms leela bai nayak
2108,uganta
2109,reena dass
2110,baljeet
2111,amba  balai
2112,bali
2113, sarita davi
2114,lajja devi
2115, neelu kavar
2116,chhoti devi
2117,mariya
2118,sony parveen
2119,farhanaz
2120,binda rani
2121,ku ponam
2122,shri
2123,kelama devi
2124,jagdish
2125,rosy massey
2126,irfa
2127,shannu
2128,kiran kanwar
2129,reena with pooja and kishan
2130,senthia
2131,vijay laxmi
2132,mero
2133,ishmita
2134,mamta rani
2135,shrishti
2136,naraini devi
2137,haseena
2138,naseem
2139,sonal
2140,diya sharma
2141, reena devi
2142,ikara noor
2143,gul
2144,mabiya
2145,shalu rathore
2146,mairy kumari
2147, muslima bibi
2148,ms irshrat
2149,sarika panjawani
2150,rajo sharma
2151,shakshi
2152,mubshshira
2153,laxmi kumari
2154, munni
2155,uma
2156,kulvinder kour
2157,sharmila
2158,harsha chittora
2159,risabh
2160,joyate
2161,sozi
2162,jyoti shahu
2163,tamnna
2164,km shilpa
2165,ashmi
2166,neharika
2167,ambika panwan
2168,mala devi
2169,chopra
2170,minakshi sainai
2171,shyamwati
2172,indira
2173,evan
2174,kanta kumari
2175,waliya
2176,sahnaz
2177,prachi
2178,krishma tomar
2179,anjana haldar
2180, brajesh  minashi
2181,rinku  harvir singh
2182,nanshi
2183,madhu nayak
2184,sabanam
2185,kailash
2186,raj kumari
2187,halki bai
2188,alam aara
2189,alita kujur
2190,bavita
2191,keer
2192,monika mishra
2193,samiksa tiwari
2194,tranoom
2195,arsi
2196,rukiya bano
2197,miss hansa
2198,puja salvi
2199,aarti noni
2200,hira devi
2201,anuja
2202,shabina
2203,perveen
2204,maina bai  gujari
2205,bhawana devi
2206,bhiwani
2207,sabeena
2208,amrit pal
2209,kumari asha
2210,sams
2211,ranjita 
2212,sira bano
2213,pyari
2214,chanderkala
2215,laltia
2216,meenu kumari
2217,kumari sushila
2218,neelam kaur
2219,anand
2220,hemanti aary
2221,ajmal
2222,bhabhiya
2223,budra
2224,sheelu lata sahu
2225,radhika bhatia
2226,km taseem
2227,aasha rani
2228,sajiya safi
2229,madhuri pal
2230,tanisha sharma
2231, rajkanwar
2232,bnau
2233,shree
2234,kumari radha
2235,puja yadav
2236,jewa
2237,smhsugana
2238,sarshwati sarkar
2239,sunita pancholi
2240,naresh bai
2241,bebi
2242,tanvi
2243,rina rinu
2244,madhu kumari
2245,philomina
2246, jyoti sharma
2247,kamlesh devi
2248,anjali  puttan
2249,kusuma devi
2250,foolmaya
2251, suman
2252,razida
2253,kiran ravtela
2254,patiri
2255,babita negi
2256,firdos
2257,sirish
2258,parbhakar
2259,km shakshi
2260,anita
2261,sal
2262,nisat parveen
2263,taki moon
2264,meena begum
2265,keshar ninama
2266,aashkim
2267,rama dua  surender dua ro  east punjabi
2268,chauhan
2269,sabita daive
2270,julekha
2271,sushmita rao
2272,taran
2273,sintu
2274,sheela
2275,ramesh  dutt
2276,mehar jahan  nargis
2277,mamta bhandari
2278,kanchan dev
2279,vidhya devi
2280, seema jat
2281,sunita
2282,bhishat
2283,gurmit
2284,sujli
2285,shagufta islam
2286,arti kissko
2287,leena rai
2288, rekha jurjar
2289,cosmic
2290,noz
2291,bansada
2292,mooli
2293,ramesh yogi
2294,school
2295,najmin banu pathan
2296,phoolwati
2297,mohmmad
2298,sonikshi
2299,kupooja
2300,nasir
2301,aarti jain
2302,neha thakur
2303, salni devi
2304,sanjeev kumar
2305,nicharon
2306,hafsa
2307,seeta asha
2308,sunita kaur
2309,nand
2310,mansha
2311,anamkhan
2312,nasim bano
2313,meethu sarkar
2314,momita
2315,khatton
2316,jakra khatoon
2317,kumari guddi
2318,st
2319,shikha singh
2320,mandira  devi
2321,khurshida bano
2322,farha  khan
2323,gulnanj
2324,manisha  yogita
2325,jyoti gosyami
2326,manju bai
2327,dhanni
2328,majrula
2329,rekha kumari
2330,monika chorasiya
2331,anshiya mehta
2332,km rekha chilwal
2333,anno
2334,raghuvinder kaur bhatia
2335,sano
2336,rinki jaiswal
2337,long shree devi
2338,deepu
2339,foola devi
2340,farjanul
2341,child
2342,saveena
2343,deepanshi jain
2344,bhatri
2345,rajanti meena
2346,amasi
2347,supriya
2348,aarti  kajal
2349,varsha garg  hunny mno
2350,sana
2351,richa tyagi
2352,rakhi chauhan
2353,jayanti bhag
2354,pooja arora
2355, shankarbhaya
2356,preeti wadhva
2357,durga  sheetal
2358,om
2359,amisha bharti  mahi
2360,madhu sharma
2361,rampal singh
2362,pujadevi
2363,kashis
2364,km priyanka
2365, prakshi devi
2366,bsram devi
2367,siddiqui
2368,Sabina
2369,sharda kharadi
2370,km sunita
2371,priynka
2372,premla  or soni
2373,rukhsna  begm
2374,kushumavati
2375,pinky kawar
2376,belo 
2377,jyoti  shalu
2378,pranak
2379,maina
2380,km annju
2381,sera
2382,chander kala
2383,boby
2384,neha  baby
2385,rukiya khan
2386,krishna kumari
2387,gahlot
2388,tapsya tyagi
2389,tajrani
2390,rajawat
2391,nikki sharma
2392,veejita
2393,joyti rani
2394,sudama
2395,seema kunwar
2396,rehana begam
2397,mehar
2398,kumari babita
2399,pryanka  soni
2400,munni kumari
2401, ishawari
2402,sandha devi
2403,namen khatun
2404,afreen
2405,bunkar
2406,sapna mandal
2407,shanti   shiv kumar
2408,begum
2409,sahista  ruksar
2410,shanu
2411,mamta  
2412,shama
2413,kumari resham
2414,natasha bhan
2415,manohari
2416,deepika tomar
2417, sudha bisht
2418,nandini
2419, niru
2420,wage
2421, monika bajaj
2422,ramjanki
2423,ganesi
2424,mamata
2425,jibanti
2426,indara kawar
2427,mamta patidar
2428,salomi hemroda
2429,laxmi alongwith her son shankar aged  yrs
2430,panchi
2431,nirja
2432,shabana begam
2433,japneet
2434,jyoti
2435,archana 
2436,hema devi with with his daughter nalini age yrs
2437,nashrin and her daughter jannat both
2438,musrat
2439,rupam devi
2440,bhavna oad
2441,vinod
2442,husina
2443,riju
2444,rubi agrwal
2445,anjali  sheetal
2446,amijan
2447,priyanka  anjali
2448,aarushi
2449,sithal
2450,ajan
2451,hemavanti
2452,sonia sapra
2453,kumari hemlata
2454,juli devi
2455,valentina
2456,shahnaj
2457,aanu
2458,pallawi
2459, parkashi
2460,bhagvati
2461,rajni seth
2462,sethi
2463,gaytree kumari
2464,bairwa
2465, vimla devi
2466,geeta rani barman
2467,pamjeet kaur
2468,bhandari
2469,manvi
2470,pratima and her son aakash
2471,kirpa
2472,goyel
2473,neelima
2474, renu
2475,nosar devi
2476,mnisha
2477,santa
2478,beni
2479,sashi kala
2480,rahul
2481,ruby panwar
2482,chala
2483,km sweta jain
2484,priya kumari
2485,jatinder
2486,sarita  lali
2487,jahirul
2488,anjani devi
2489,laxmi  kajal
2490,parkash kaur
2491,anita gupta
2492,sumitra
2493,rama
2494,mehara
2495,partibha
2496,vinita devi
2497,jagdishchandra
2498, guddi
2499,nikki kumari
2500, nitu gujar
2501,bahalen
2502,kamla devi
2503,sadashiv
2504,ramewsh
2505,gulabsha
2506,diksha rana
2507,bajali
2508,mis
2509,sehran
2510,rahul gupta
2511,yashmin
2512,deepika kumari
2513,nanda meena
2514,sonali haldar
2515,km meenu
2516,rajlaxmi
2517,subhdra
2518,sainai
2519,menakshi
2520,kushbu
2521,akhatari begam
2522,julekha banu  sitara
2523,uma yadav
2524,preeti devi
2525, sita
2526,lokesh
2527,behen
2528,farha
2529,sona bai
2530,ravtela
2531,amandeep kaur
2532,minka
2533, shanta nayak
2534,sinaa bnau
2535,lilima  manshi
2536,karamjeet kaur
2537,arati
2538,nisha sharma
2539, gunjan
2540,ye
2541,chouhan
2542,rachana yadav
2543,jully
2544,kamlesh with her two child lucky  vanshika
2545,gajala parveen
2546,vasiya khatun
2547,tripti  neeraj
2548,jasina khatun
2549,revti
2550,riti mandal
2551,poornima
2552,veera
2553,mursida
2554,meena kawar
2555,moni kumari
2556,rathore
2557,kamana
2558,anja bai
2559,sain
2560,noojo khatoon
2561,chama
2562,neetanarayani gayri
2563,amari
2564,shiwani  seema
2565,shbana khatun
2566,babali yadav
2567,sohan bai
2568,arifa bano
2569,aditya
2570, kaladevi choubisa
2571, shimla
2572,sapana mongia
2573,prableen kaur  cherry
2574,dwarika
2575,gulsha
2576,komal berwal
2577,afsha
2578,vyelet
2579,parbha devi
2580,rubee
2581,puspa
2582,shiv
2583,neha  hem singh
2584,kumari archna
2585,kamlajeet
2586,bhagirathi
2587,mema
2588,mitali sahu
2589,preeti  reetu
2590,mahlikka
2591,kumari shakuntala urf chhotan
2592,babita khatoon
2593,nazma
2594,amrta kumari
2595,madan
2596,kirti srivastav
2597,kibla
2598,felicia sequeira
2599,ranu
2600,nazrin
2601,barjo
2602,shine
2603,anno mahrun
2604,chunnu
2605,vimla meghwal
2606,pratibha pareek
2607,jay shree panchal
2608,kavita talash
2609,shabana
2610,kamakshya  mona
2611,chitro
2612,moona
2613,veena  sanjay
2614,rashma
2615,ram bhateri devi
2616,tulki lauhar
2617,shrimati jamana
2618,narender kumar vajpai
2619,rajkumaree
2620, punam bailwal
2621, indra sahu
2622,sunaki  kallu
2623,joya
2624,guddu
2625,shun shun
2626,manjula
2627,naz
2628,ngadong
2629,sarojni
2630,padma
2631,lad
2632,shashi  kajal
2633,rajni kaur
2634,sazya
2635,nena
2636,suman bairwa
2637,sharshwati
2638,rashi aggarwal
2639,neelam  harijan
2640,asha  harshita
2641,rajni jaswal  with two child 
2642,momina khatun
2643,shabina khan
2644,bala devi
2645,gurmeet
2646,kosar bano
2647,khalida
2648,priya kaur
2649,gulafsa
2650,dahmi
2651,uma bharti
2652,amita
2653,saha
2654,rupa
2655,munnadevi
2656,akthari khatoon
2657,rupa kumari
2658,sangeeta mishra
2659,kosar
2660,mithu sarkar
2661,mariyam  sonam
2662,kuntesh
2663,tanya
2664,abha
2665,dolly devi
2666,bushara praveen
2667,alema
2668,jyotsana mohti
2669,krishama
2670,yasmin banu
2671,farhanaaz
2672,mallo
2673,sitra
2674,sikha
2675,mariyam khalique
2676,rajina biwi
2677,chhano
2678,rubo kumari
2679,varsha tiwari
2680,sabna
2681,kajal choudhary
2682, dayavati
2683,kushum  khushbu
2684, krishana devi
2685,kandwal
2686,sumanlta
2687,sunita das
2688,choti bitya
2689,nawali
2690,manisha sharma
2691,twinkil
2692,khosla
2693, santosh
2694,nishtha
2695,devkali
2696,ratni
2697,rukhar
2698,ruji khatun
2699,lata sharma
2700,rakesh
2701,kumari hirawati
2702,depali
2703,sajiya katun
2704,rekha urf annu
2705,ugma
2706,pawan saini alongwith rohit age  yrs
2707,sazmin
2708,ku pinkee
2709,gauri
2710,manju saini
2711,chaya
2712,seema  devender singh
2713,maryana
2714,husband
2715,muskan kaur
2716,sahani
2717,siddiki
2718,riya masi
2719,menadevi
2720,padama bai luhar
2721,tapsyum
2722,alisha khan
2723, rakhila
2724,rikkenchi
2725,rajni kanwar
2726,nazibuneesha  shayba
2727,dangi
2728, rashida khatoon
2729,shamim
2730,kerketa
2731,roshanara
2732,sadhna singh  dimple
2733,shakti
2734,pushapa
2735,kanti
2736,jyoti  gulati
2737,varsha dhania
2738,shekh sana
2739,veena gupta
2740, aruna
2741,bharulal
2742,savitri
2743,asha devi
2744,shama parveen
2745,supna  wahida
2746,gulafsa khatun
2747,shma
2748,tanisha
2749,dharamveeri
2750,budho
2751,ajnoor baby
2752, chanderpati
2753,puja sawariya
2754,shikha haldar
2755,baboo
2756,lata patidar
2757,harpreet
2758,tej
2759,asmina
2760,geeta salvi
2761,baby devi
2762,niksiya
2763,bilke khatoon
2764,nidhi
2765,phuli
2766,sheela bhanat
2767,shakuntlababy
2768,reemi
2769,bimlesh
2770, pari bai
2771, bhagwani
2772,lakhihadar
2773,saroj verma
2774,guni
2775,vironika
2776, sabnam
2777,zoya
2778,amina khatun
2779,rachnawith baby boy
2780,rangeeta
2781,jasleen
2782,bagam
2783,diya mandal
2784,bimla devi
2785,geeta  rinki
2786,rinki
2787,dhrama
2788,kaushik
2789,husnara
2790,jeba
2791,hazara
2792,anam b
2793,shekhawat
2794,shankuntla
2795,sony jha
2796,km sonali
2797,shimala
2798,barti
2799,nargis bano
2800,sadhna
2801,sarabjit kaur
2802,lodha
2803, swati mishra
2804, sefali das
2805,amreeta
2806,hema pandey
2807,shilpa
2808,rajkarnta
2809,rosanjahan
2810,heena bano
2811,husana bano
2812,reena  age  yae
2813,dhanpati
2814,saroj
2815,sangeeta devi
2816,bhudevi
2817,indra
2818,araddhna
2819,samiksha
2820,vishnu
2821,parem devi urf gothi
2822,sirjna
2823,karamjeet
2824,miss sima
2825,raj shri
2826,irsad khan
2827,geetika
2828,sarmila
2829,sumedha mehditha
2830,grpreet kour
2831,pinki mishra
2832,pammi
2833,gajla
2834,sunita bai
2835,sheela rani
2836,archita verma
2837,heena khatun
2838,khushbu devi
2839,sonam bano
2840,kumari monki
2841,kurmi
2842,rina  moti
2843,panchoo bhahi
2844,gulshana
2845,saklani
2846,nazama
2847,ms narbada
2848, priyanka ghai
2849, gayatri
2850,shrimati shahida urf satto
2851,riya sahni
2852,reena
2853,seeta nag
2854,kajul
2855,ekta
2856,km jolly
2857,sh
2858,km tanuja
2859,kumarage
2860,chakma
2861,bagalia
2862,nisha joshi
2863,gurvinder
2864,devender
2865,sayda begam
2866,kumari tena pawar
2867,seema bai  maghraj cast kirad  age  yaer ro
2868,reena bhil
2869,parsi devi
2870,paramdeep
2871,vipin varma
2872,kirti ahuja
2873,bhagwanti
2874,urmila  rawat
2875,oya
2876,hury
2877,srimati banti
2878,rubey
2879,ksiyap
2880,rambai
2881,teena bhambi
2882,shahnaz
2883,sauni
2884,phulbi
2885,shrada
2886,guddi with  children
2887,machhala
2888,asgari
2889,sita  pooja
2890,similata
2891,kanak lata
2892,kanti devi
2893,nikahat
2894,somi
2895,devei
2896,alisha
2897, mahima bajaj
2898,priyanka rani
2899,sood
2900,renu joshi
2901,rekha  mamta
2902,kumari pinki
2903,sangwar
2904,saridevi
2905,batloon
2906,sarabjit
2907,sajmeen
2908, kusumlatta
2909,muslima
2910,beena devi
2911,gouri sharma
2912, urmila
2913,ruanbza
2914,mukhtyar kaur
2915,akram
2916,sukshana
2917,nainsi
2918, sushila rawat
2919,sikha gupta
2920,satyvati
2921,shavitri
2922,harmit kor
2923,nargish 
2924,baikunthi
2925,rimjhim
2926,raman
2927,soni khati
2928,tane
2929,midhana
2930,shanjhan
2931,ratnijasoda
2932,taneja
2933,savrin
2934,suman giri
2935,sabbarwal
2936, mariyam
2937,tyagi
2938,pargati thakur
2939,bhawana  shannu
2940,dabas
2941,km geetali
2942,aarti  isha
2943,rajindre
2944,himanshi kalshi
2945,nirjla devi
2946,indrvati
2947,ajmit
2948,babita  neetu
2949,zu
2950,paka
2951,dhaneshwari
2952,savita  devi
2953,payana nagar
2954,sudershan bala
2955,chinta
2956,uma kumari
2957,ravina kumari
2958,saida
2959,bhil
2960,vishakha
2961,paramjeet
2962,sehnaz
2963,sanju bai
2964,anita nagesia
2965,sukhbir kaur
2966,diksha chaudhary
2967,mahima bagga
2968,nirmal kour
2969,jayawanti
2970,smriti
2971,wahida
2972,maqbool
2973, mena
2974, rajjoo  rajni
2975, ganga devi
2976,yaer
2977,rajni devi
2978,suhana baano
2979,shakeela
2980,meenaxi
2981,praveen
2982,chameli
2983,bhura kanwar  suman kanwar
2984,monika panchal
2985,jyoti jingir
2986,gudiya kumari
2987,marzina
2988,shikha kumari
2989,mandeep kour
2990,farhaja ahmed
2991,pali
2992,devideen
2993,kosylaya
2994,manisha  lutka
2995,hasmita
2996, deu devi
2997,anshu kumari
2998,miss koshalya
2999, hury
3000,prem lata
3001,ramesh
3002,santra
3003,chhabra
3004,ramgopal
3005,jaina
3006,anjali nagpal
3007,ranjan devi
3008,vandna
3009,soma bera
3010,shahna
3011,marti kalasua
3012,jioty
3013,ku rekha kumawat
3014,bhawana kapoor
3015,pooja  neha
3016,sonali
3017,ariba
3018,sanjay
3019,saneha sharma
3020,khatu
3021,premature devi  neetu
3022, indira bai
3023,kamal
3024,neelam yadav
3025,aamrin
3026,sabnur  sonu
3027,nirma devi bawari
3028,subhangi sadashiv jadhav
3029,gawri
3030,devaram
3031, usha
3032,neha singh
3033,hasibullah
3034,simmi
3035,sarla devi
3036,seeta devi
3037,ladidavi
3038,shravani
3039,kmo
3040,swetna shristi
3041,arti   krishna   raj kumar
3042,ishrana
3043,manjusha
3044,nitu rani
3045,soona
3046,anuu
3047,dhanni devi
3048,rajesh
3049,manju kumari
3050,vishal
3051,raghuvinder
3052,sabhya
3053,tiwara
3054,spana
3055,subhangi
3056,preti
3057,sujata dhawan
3058, preeti devi
3059,santo  neelam
3060,anchal devi  samina bano
3061,minakshi purohit
3062,diya rawat
3063, chitra
3064,jugan  jugal kishor
3065,harmeet kaur
3066,pooja  hemlata
3067,manisha chowhan
3068,pabu devi
3069,durgawati devi
3070,narender  khoti
3071,prema devi
3072,shakuntla devi
3073,jyoti fransis
3074,nainshi
3075,nini
3076,kela kanwar
3077,suchi sharma
3078,rennu
3079,prit
3080,nathu
3081,anekha kumari
3082,lelina
3083,bhteri
3084,talat
3085,panwan
3086,jamnaa
3087,mamta sharma
3088,bhardwaj
3089,lalita dobhal
3090,subham
3091,shusila
3092,kumari ranjita
3093,laxmi devi
3094,ifteshyam
3095,pushpa bhil
3096,chhaya
3097,frra
3098,supyar
3099,mahrul nisha
3100,najrana
3101,anayatha naidu
3102,kumari  sunita
3103,bhoomika
3104,suman  ganga ram
3105,neelachal
3106,birma devi
3107,ajima
3108,pinku devi with daughter mansi kumari
3109,priyanka  maruti
3110, mangi bai with child
3111,bishnu aale magar
3112,frjana
3113,prasanta
3114,mohini  mamni
3115,sujeet kumar
3116,priyanka kumari
3117,anita  shimbhu
3118,ga
3119,vandana sharma
3120,shiba
3121,sehnaaz
3122,aaliya
3123,jani
3124,ahuja
3125,khima sunar
3126,upasna
3127,raghuveer
3128,dipa
3129,santi with sons suraj and nitin
3130,seema  neha
3131,phooli
3132,rakhi jha
3133,ramu
3134,siyal
3135,miss anju maida
3136,shakashi
3137,manav
3138,musarrat
3139,ajnabi
3140, chanda
3141, parvti devi
3142,tulsi  sulekha
3143,pooja pratigya
3144,shashi seni
3145,leela devi
3146,tulsi parashar
3147,mathews
3148,bhavna suthar
3149,jena
3150,rizwana khatun
3151,durgesh suman
3152,raunaf
3153,nagma parveen
3154,zeenat
3155,dhanasiri
3156,rukiya
3157,shabanm
3158,km sonam
3159,rube
3160,mittal
3161,muskanruksher
3162,priya gautam
3163,anuja singh
3164,simran bhishat
3165,sugandha thakor
3166,kumari  bhabya goyal
3167,dolly
3168,shamrin
3169,renu rajawat
3170,putulu
3171,jani bai
3172, shuman
3173,patidar
3174,kumare  dali
3175,kumari anupama
3176,ku nirmla
3177,husiya devi
3178,kumari rohini
3179,rama devi
3180,ruchi kumari
3181,kamlesh mehto
3182,annu  anita
3183,bharkha
3184,ku khubshu
3185,meera jana alongwith minor girl omrita jana
3186,jugal
3187,lalu
3188,rima khan
3189,najda khatoon
3190,prinka shrma
3191,shakina
3192, leela kunwar
3193,sakila
3194,anupam mehara
3195,karishama
3196,san
3197,pushpa tejshri
3198,hoor
3199, reena
3200,krishka
3201,manpritkour
3202,sandhya pranak
3203,priyanka rawat
3204,kumari firdosh
3205,sufiya
3206,chunni devi
3207,aamliya
3208,gango devi
3209,kaxmi
3210,sahiba 
3211,rashmi  kajal
3212,varsha bagalia
3213,hina huma
3214,aradhana
3215,anjana kumari
3216,sammo
3217,rajjoo
3218,prinkaya  pinki
3219,satbir
3220,ashrabi khatoon
3221,bejander
3222,rinku  joyti
3223,darkash
3224,rencho
3225,poonam  neelam
3226,husna
3227, deena kanwar
3228,bagh
3229,wells
3230,sunil
3231,joyti  bhagwati
3232,bhat
3233,raja devi
3234,pravin
3235,seema chauhan
3236,radha  sonam
3237,mamoita
3238,sangita
3239,long
3240,kumari pinku
3241,dvndavva
3242,jasoda
3243,nikhat
3244,ishita
3245,mukiman nazir
3246,deeya
3247,konti
3248,mamta bai
3249,rimpy
3250,alisha waliya
3251,kusum
3252,alisha loomba
3253,sabita devi
3254,navneet
3255,tirki
3256,sukheeya
3257,daljit kaur
3258,kumari samrin naz  simran
3259,jebi
3260,vimla devi
3261, kanika
3262,harivinder
3263,nahani
3264,kakker
3265,babita bajali
3266,varma
3267,nisha devi
3268,janki
3269,asrani toppo 
3270,faiziya
3271,shulekha
3272,chotti
3273,pooja rani dass
3274,versa
3275,brahman
3276,pritika
3277,  rajo
3278,kumari sonu
3279,mangi bai  ramgopal lodha  years
3280,ravigr
3281,ranikhan
3282,shakuntalapooja
3283,shushree lalu
3284,mahajan
3285,chetna
