,actual,LGBM
9862,118.0,114.02827111652779
72379,534.0,529.9074324136226
253796,162.37,148.12455602507094
120709,245.0,151.46816853175088
351735,432.07,419.02183046034037
364202,507.48,463.2291147068267
146701,575.0,574.217876011328
176894,200.0,154.20228500299413
273732,525.0,523.8915280968276
44065,75.0,187.44358541777922
25105,383.5,386.9594998549804
94968,73.0,188.5688376724938
24370,151.4,223.74417235189455
227029,135.0,150.43894215918925
140692,186.11,170.01903192384498
331549,99.0,106.11980483748955
34039,357.0,263.83534101877206
380585,150.0,128.18116588695014
241887,200.0,141.25806554773064
236346,200.0,153.451155257219
73792,225.0,221.35099192773947
363917,125.0,148.9811843453572
131650,85.0,156.18542937525353
286055,0.0,2.864155969130282
297753,0.0,-2.3553616046221686
423658,100.0,160.01796387955196
322005,150.0,138.91607140273604
37090,134.0,195.5825035693001
309122,35.0,37.104492344767266
233158,395.0,398.3316496574001
190196,110.0,193.53710722459834
217966,200.0,192.6919537033139
132935,194.5,157.285762853643
407630,0.0,7.061502010799132
408370,137.5,140.01045588234487
110693,300.0,213.4319386128836
392557,245.0,223.18586307323324
389854,200.0,163.91909160255858
52493,225.0,198.26619362359813
175473,150.0,144.11050733014793
309935,90.0,108.54365702190022
207338,550.0,556.1906015989501
90827,210.0,174.18802953308727
193347,213.0,215.38774674075975
133928,125.0,158.6941528783313
227411,500.0,450.884476065075
102256,170.0,158.29052991019793
39402,231.5,264.4144051271042
336598,65.0,169.78525249302922
242294,366.23,370.45063014032587
272985,250.0,175.65874289256303
24817,313.59,212.93183748900262
59548,227.5,244.52600291659095
13726,391.0,366.68484501753693
20701,262.5,350.87044482946305
423468,130.0,159.94247468388429
243174,140.0,152.1029220053157
304789,455.0,410.66276867149986
262660,200.0,177.1622148637495
208685,84.0,90.22329802005996
147757,180.0,155.25186131004327
110636,0.0,1.0807336975986672
177836,165.0,155.99383516705882
86294,311.0,326.9190900638071
134859,285.84,273.94089231368037
49006,280.0,186.0435536932631
140454,95.0,157.64343779744553
369853,186.3,178.02593710148642
102781,188.93,153.01494460502775
89837,411.0,411.2165822967216
119491,100.0,177.1800601867885
11084,575.18,562.2220515766079
226396,175.0,238.58203718160038
67832,150.0,190.9729207775748
424334,295.0,268.9576560630807
356032,186.9,197.04341834751045
152604,166.25,172.24323044135457
411689,135.0,165.52030988751218
136870,50.0,104.52449229613259
204159,200.0,186.66605875568052
58724,554.0,524.8927575890801
229899,45.0,149.00043361222305
398876,260.35,248.2307969866827
121141,288.0,333.34436115149464
14610,85.0,132.1670627068194
146316,465.0,434.1150815795835
198038,375.0,379.47484519548544
44041,165.0,235.2743472041242
99424,142.5,207.67559914334714
268112,337.5,292.3906758303329
148037,75.0,111.41440068611777
32596,141.25,185.28139495240424
12956,359.0,162.9014875503695
296659,100.0,136.33926500575328
238309,200.0,186.64876047641644
38216,523.0,524.9353406921298
256364,515.0,508.35627760707104
183093,178.0,168.67192522985772
407475,350.0,330.46049260725295
255780,0.0,0.9341280519756583
235218,200.0,183.08367050654334
143038,150.0,142.40593271818383
114652,200.0,181.15953431576438
273858,150.0,138.98887235275313
391160,215.63,219.39797173250872
346879,694.25,682.998545934591
100727,160.0,163.77075553181976
167626,176.08,156.909037610008
91833,130.0,130.68113632468672
386849,390.0,374.8195541931388
210588,125.0,157.32245169167723
47111,150.0,198.30482372239604
224270,105.0,138.9804748086679
299767,225.0,191.01517770318623
400966,160.0,158.14959655190816
338341,250.0,244.81835625089462
387868,160.0,149.23292719675564
12741,110.0,119.07610688044062
238601,125.0,157.4334347330089
336879,240.0,246.55771922814486
258258,250.0,238.1331864455691
87370,120.0,155.80237278247418
201996,270.0,273.5071322819741
104342,297.0,254.32180844724235
132950,140.0,164.13414957699374
244060,376.11,374.3258774683335
183596,90.0,105.69499155996186
27069,455.0,451.67385788441135
38616,625.1,627.5051474561483
232819,275.0,275.8743729804845
45348,510.0,497.4449420522651
195848,187.5,179.61164255537065
408771,100.0,135.81084875255416
137728,492.5,484.3559229319385
224499,80.0,105.05936307604102
65500,75.0,108.55555694978014
156041,419.5,420.22398934182314
285361,0.0,0.9055542440364743
269550,225.0,198.68776136143953
162540,0.0,-1.441755336842163
226756,170.0,141.50062430725131
263903,112.5,147.2114372927817
199124,189.0,153.9991530654592
229405,410.0,402.3130335860803
28741,222.0,209.76196971767055
421986,115.0,128.75869815692366
278295,0.0,0.8755881719845784
273728,267.5,248.77994709733775
55655,245.0,163.216295510088
224014,200.0,160.82689905201613
235717,65.0,133.80518546409806
250118,320.0,324.2005345009445
330762,450.0,440.9161099499641
271847,125.0,126.49090344425848
336498,200.0,168.84478263230145
324525,475.0,472.77530359197414
76660,146.0,161.96030796932573
263247,200.0,165.3366550687738
380181,515.0,513.535366585798
133964,137.5,131.75921656306645
66952,300.0,247.22576965601786
120664,235.0,209.81112179915124
398426,263.0,247.24681591836648
320641,150.0,136.77313997397155
297873,0.0,5.508355717552069
378160,79.0,115.66451622146701
4398,142.5,219.7236314954659
131581,0.0,0.3723288800452336
138092,185.0,160.8242524002757
16547,199.0,149.33814700304666
27431,235.0,246.51698209680958
310833,90.0,105.58622644767208
287525,0.0,3.03434672950093
144416,186.76,216.150087546967
142169,183.87,116.61237149699443
331420,95.0,94.30216713308619
10410,132.5,150.63559345214398
113728,80.0,79.17139414505215
137475,525.0,523.866686707386
388454,125.0,123.99648440967611
283458,184.66,193.88156135506867
477,350.0,269.005277136918
78320,173.63,148.68111200590334
102406,175.0,148.27891664986365
15736,165.0,200.98844573672534
38142,450.0,383.691537718555
405301,370.0,366.1311373884224
157515,125.0,162.8265579244762
250014,200.0,176.463104621961
314020,175.0,139.7078066301421
367156,250.0,223.43537374841765
382948,381.49,372.8816268957307
300292,157.0,170.73602911075665
288366,171.0,156.88000976391405
254177,200.0,151.16203798157147
297434,135.0,174.01952610659973
293827,223.75,158.1000908980552
31378,325.0,215.68117287265534
20676,326.25,344.5264627697248
214165,520.0,516.1043589481238
36519,191.0,152.34260528949707
389438,95.0,91.44910555271413
105554,75.0,131.6027558031407
293713,225.0,166.86034787036445
247362,200.0,183.2140810725545
32211,88.0,192.78179678615194
128820,135.0,124.02160257693292
361292,150.0,143.5748030494015
414372,0.0,0.2676937940609973
156683,140.0,160.14543660084536
388295,507.0,515.9807028766521
96732,360.0,206.8142995764237
190142,639.48,641.7254883216972
362332,550.0,542.6374021367413
112651,80.0,77.9203447754926
157551,200.0,198.7208910276317
306843,202.5,153.51862562721567
227738,147.0,167.15521237573404
388206,159.43,104.7586934923962
211008,115.0,171.1318816532983
129279,150.0,154.37132199813487
277510,237.5,203.20521802374313
359484,213.5,214.0835201214438
230063,375.0,379.7793007766716
4077,95.0,181.59436739106968
234169,95.0,154.67432107544676
268552,100.0,417.57892271475083
353062,700.0,683.9713698291947
38863,154.0,160.59397870938196
243830,145.0,152.95097818192238
249839,0.0,1.054578689180165
66107,272.0,263.84595948066493
191769,139.0,152.16685850179914
28092,187.5,224.72920896961762
328405,25.0,93.7093472752601
13634,95.0,140.53730454261503
220423,0.0,2.8984811853793104
141250,235.0,206.03352291417167
412406,50.0,152.9696733150708
102319,104.0,153.47269192557854
393367,95.0,103.09137650307065
147628,170.0,164.56244622281977
101349,249.0,185.16912961521368
40086,700.0,687.4165024079059
417740,355.0,320.52693267283115
374509,450.6,477.773497353369
175191,200.0,143.38836769030326
245830,484.5,466.12087732257584
131851,200.0,171.43098514392804
92464,519.5,524.902604519581
416462,83.0,168.90940272653313
193063,200.0,162.31768088362548
211116,250.0,214.89209695436458
307327,77.4,133.68362587384982
47316,490.0,488.08151261264305
124393,75.0,159.47445771322026
211374,475.0,470.30896325491597
389674,296.0,284.67953189470813
42738,175.0,160.01549805678798
181380,200.0,169.60415750159032
220037,175.0,195.61350525032816
350414,350.0,323.9439435565153
377013,49.95,120.55296963265035
199083,150.0,176.25606090038892
404244,293.0,288.59944822424353
206510,200.0,182.68746074740199
10772,268.67,239.8894114318998
285512,180.1,165.2582737990125
336847,110.0,532.1348831166217
229177,250.0,207.5880932464843
292479,228.71,139.78265397263888
207137,650.0,654.3545592261594
300015,240.0,220.3041902213464
55773,220.0,255.4113176065174
371080,100.0,304.06624567648583
128427,160.0,124.81405485668446
261428,175.0,145.70452727372657
279697,380.0,381.4486919081012
15928,592.0,579.4664369907114
252199,80.0,134.0916154193293
379574,0.0,3.226187075165048
232787,120.0,137.78788506446483
77791,90.0,116.98955094243397
69176,380.0,373.72223075690243
55845,360.0,193.07718055547173
224734,195.0,189.11060729037024
287079,118.75,176.0881611437731
313775,0.0,1.5674835445702722
288541,135.55,166.88130914872127
193478,460.85,450.6494896483654
288054,85.0,132.3454804179996
324448,350.0,339.24178254488777
182308,150.0,168.72228528020804
8770,90.0,151.32374906197938
408936,0.0,-4.730117285488728
220668,0.0,3.9244444210002434
2004,200.0,142.33713340004775
319210,30.0,44.19797307979604
11923,160.0,239.39613477518762
259336,200.0,173.48259313042155
36443,275.0,184.03436266044415
220286,80.27,108.01167226774525
1953,90.0,136.6498865992712
183342,200.0,166.12962126617614
200778,0.0,3.098202058157492
54911,675.0,673.3010805366156
209987,87.5,155.03966995575678
149345,175.0,153.34636731446884
105703,168.0,110.89517678964668
369569,702.94,668.9321680417713
122142,109.25,220.96326863808395
405439,326.0,322.5754339564679
113046,75.0,73.24820612169877
49277,200.0,165.9898658295155
208371,250.0,221.6256820942651
293193,94.0,90.3882061892847
300829,211.2,184.76242379156787
118103,85.0,115.12287231311507
25397,360.0,317.8166998540796
3956,234.0,232.02477194632286
177102,285.0,280.6843721510823
389354,277.5,266.4455356414112
99493,132.0,152.51614370373377
353287,580.0,576.4931461493243
27720,358.75,359.7431205516757
179239,600.0,561.450895617624
159572,305.0,298.0158166873606
351921,120.0,157.79981668164675
107143,401.68,388.30288359945246
201788,75.0,131.9023891662911
129893,160.0,158.47840984983853
88958,110.0,147.00641626220298
87754,80.0,76.58554677559663
61801,515.0,521.8692184321867
207914,375.0,383.2795281871939
90016,100.0,190.80760882070368
58273,190.0,214.68618795002942
285749,200.0,175.66128269991023
192121,182.5,151.11910450945274
275548,432.14,409.7193430060426
138306,0.0,8.831806011683879
335991,550.0,550.2898973844675
240220,112.48,149.362914316478
40185,275.0,180.6727802551994
208898,85.0,188.11625289721007
106760,110.0,157.57778822352594
283790,400.0,358.26796587899815
326869,600.0,582.215601257861
24984,480.0,469.038596997526
279279,221.75,197.92038396207406
402439,152.5,147.87689943199203
209450,243.0,219.72286749287588
206294,135.0,189.39775510945236
342982,385.0,363.67630760690724
260408,200.0,144.72938504686755
93653,150.0,123.12408927023984
169774,148.0,167.4920876478107
56285,320.0,240.04641734985154
287534,89.0,155.10529247706674
103987,238.0,227.73214216342458
7231,685.0,659.1270047462018
96270,75.0,156.72304398650863
224550,340.0,335.3493763493585
230118,140.0,144.01321291655188
290678,93.97,136.4322411956944
66024,298.5,287.72605804575517
383060,317.0,321.1200875380573
367503,346.28,340.86894052731
381863,556.0,559.6875275275802
227704,160.0,320.705666396958
417979,629.5,630.2547328336723
242254,543.4,515.4254981067036
212566,275.0,261.6709426690488
191858,265.0,236.48121819553234
210910,90.0,166.12329669365934
132918,200.0,201.56509105821144
215554,350.0,342.69552807543255
377902,100.0,121.72290985010017
60050,0.0,7.4862423787212125
102767,319.0,337.0271275741527
336141,125.0,119.7425723720284
325348,100.0,104.23872486379136
170085,628.5,635.3098252582554
405656,349.0,347.4494398727904
127094,114.0,128.02505601306294
226948,200.0,200.13229612716248
394275,711.0,568.4152495348658
360082,129.23,200.21850017833876
220238,183.49,165.92853145734094
58810,197.5,179.69350568817484
174644,457.4,448.1416017037128
159560,85.0,138.95208799803632
249390,213.19,256.1782782751772
36130,164.0,156.91865253708772
207626,275.0,213.10886180161873
158632,185.0,158.53708662987208
393649,153.06,114.97851835528002
283009,240.0,215.43092425665688
235768,185.0,167.96057573090056
194375,610.0,571.0241152664435
13017,360.0,190.2292497392964
241492,335.0,325.85091641812
139483,400.0,368.9613266019988
132574,0.0,2.0095234378044493
105897,432.5,428.0124957046552
181686,211.0,203.22598684248624
273305,250.0,185.03819887929524
154621,111.0,106.86030650022352
100858,229.0,144.66396805010262
227871,140.0,155.70500164576865
206073,200.0,172.15248039122486
229559,149.0,135.128150824337
45394,260.0,160.9546946631926
63672,132.0,174.0826669955153
239191,270.0,270.51539134974627
278916,234.75,165.4757234770383
396059,163.36,117.59486295399245
290088,200.0,216.44363626037315
302599,0.0,-1.820967612946845
28995,163.0,214.8440855778055
39360,260.0,192.71118676526604
112798,80.0,78.50762809286402
326437,500.0,480.9188049257898
291647,240.0,230.82063149129866
368883,0.0,7.459043567858638
177970,136.25,187.70313355135465
373282,79.37,83.3339175211103
142389,620.0,612.584999006084
246286,160.0,148.89302882337495
386007,150.0,127.06349037010341
397191,130.0,113.30285078039806
298996,0.0,-0.3978852138489588
44190,330.0,212.31780961747205
203944,50.0,176.80239967492497
122812,150.0,163.8208766948349
216162,151.46,114.53194898035251
285950,70.0,139.77561449391553
426667,115.0,145.38151013792728
374409,180.0,135.36125696608198
156552,75.0,106.03821562357058
4675,132.0,109.9777825105398
301768,240.0,226.6001291582467
57843,85.0,171.61587540336555
144853,508.67,469.5961111210995
48350,160.0,206.19898421416525
67974,294.75,226.14019699122923
171541,383.0,352.1938098488792
332285,400.0,377.66018515514156
367869,650.0,643.5809307403727
229104,325.0,324.66296563590623
5748,690.0,666.3169835253227
144242,293.5,292.9547757432452
37732,238.08,190.3687856804051
131131,0.0,3.560171448225501
351410,437.5,425.8034432143562
164169,175.0,146.22484660622118
27469,266.27,200.11182573492587
414380,174.5,195.7107634687428
199740,0.0,3.728081603521947
245065,85.0,135.7187802775936
102955,170.0,182.5356992787505
296367,311.0,302.9099317650817
352384,80.0,164.63999061408688
258089,0.0,0.820027102399504
117144,242.25,240.55041668308223
20800,325.34,224.79134477459607
298640,95.0,114.27449123795824
251791,200.0,144.0443072831363
73584,290.0,227.38226317994156
12122,155.0,252.90271584685274
353900,400.0,388.5782786878314
77402,625.0,623.7757427929
15568,75.0,124.55198039552879
180665,462.5,458.1251778794761
70178,294.8,228.67074016476124
120044,146.0,136.41184715735406
34252,175.0,245.9712952145042
133684,340.0,332.548633340883
173551,199.5,160.80138016080835
390430,160.0,136.48461671669892
170897,458.19,458.0153299497741
177939,160.0,137.1135482904136
188038,135.0,153.65085391223022
99446,145.0,207.52150386688854
65425,195.0,160.87138916913605
404851,349.0,349.71257069498415
238686,103.0,105.47559120366972
300366,120.0,169.53747415204353
258475,252.5,265.2857471907998
221594,355.0,414.7363578473096
203733,635.0,645.4521073990234
222184,360.0,347.10036341169564
111466,404.99,382.9329185996442
98303,310.5,138.67424848007374
172146,199.0,197.26301776290137
236036,149.95,136.47415058160854
266833,200.0,174.60222524560538
145689,160.0,171.28945387822822
31016,332.0,335.48449542961856
26097,197.33,219.50757708987422
112511,552.0,526.3882839929248
212868,90.0,138.15759890180001
134674,85.0,92.89728783678879
274847,225.0,147.38548574453225
203809,90.0,118.99835364707373
262402,200.0,197.91685024409776
118702,468.0,451.58470533301465
313409,125.0,118.60369650360497
205373,425.0,423.018053946379
269221,192.5,158.91233711907546
330876,89.0,86.510957043407
241014,200.0,183.10961442703916
248899,0.0,2.276335406648049
181661,95.0,171.54112250935603
129440,170.0,162.33758628785895
97837,262.5,274.7189278750667
324696,125.0,115.68245062235293
330993,90.0,94.11267038706153
139055,125.93,154.72837128259997
262808,680.0,671.3317235744651
400424,465.0,467.2646051148069
232958,150.0,121.52443668925645
422771,39.75,197.99494573128527
310812,125.0,150.96479715226175
281647,234.96,230.44918051817294
117939,329.0,290.1016727031195
143536,189.0,163.5128136321198
90776,360.0,363.94088094669235
194390,170.0,139.56639516434774
124194,65.0,99.46967736731162
10996,38.75,174.12419243826872
409431,355.0,346.2513796542577
288854,165.0,115.99662004686786
197826,149.0,134.6218827598229
129681,76.0,108.09903209040385
370783,65.0,130.0143911748502
101402,229.0,179.37949679883388
142197,141.61,140.2148429085236
1245,300.0,276.23966032829503
260888,181.87,147.46951147095282
421166,165.0,150.3509045774046
63194,272.0,237.70538265316318
400680,250.0,238.90721691682936
310527,375.0,381.9062749597132
172314,74.0,68.25274817891544
142685,675.0,659.4514783241672
217163,212.0,228.56068033119956
250789,110.0,131.35839020179597
97918,125.0,195.49824231692327
308392,283.95,282.56002291217436
166866,350.0,351.33511009186805
417789,250.0,198.20735787226778
165491,200.0,151.25576945569063
143683,95.0,110.8769664517704
401989,200.0,156.90471939785067
72376,268.5,227.43894188747103
247765,60.0,310.2110550316572
281723,212.0,156.06113618847098
317263,69.0,69.4809131425775
117039,280.0,252.63940284425135
401761,0.0,1.5497476220902524
76574,205.0,218.78093073746035
324889,450.0,447.5941063566354
1066,300.0,254.01071082597974
170813,95.0,144.10635482522974
104301,705.0,700.1681056340597
9623,112.5,135.3974282389059
145093,243.75,233.01987671741463
157976,190.0,161.2654687604512
12569,285.0,185.8361535731008
290110,185.99,161.02890425874747
162604,570.0,541.2691474356476
420897,175.0,167.91012829405545
393112,282.5,292.9648119593528
148966,230.0,185.48903049130766
301973,240.0,235.54555499205614
288089,120.0,159.83789545474917
173241,166.0,152.35019866323609
326135,600.0,589.8878135249557
217049,115.0,143.0332355640882
272429,150.0,184.131052782042
57519,80.0,99.82398299524883
203352,247.75,200.28477663622252
174169,0.0,-1.9892979081843487
241118,155.0,147.7262980931223
136914,300.0,262.95871388070407
23010,220.0,178.66601410699238
423330,180.0,160.77940857043419
344122,500.0,509.0649193668878
358565,625.0,624.7866733088913
300533,240.0,245.39899506792807
288733,300.0,280.26856093466614
131621,200.0,148.36020991101876
207375,325.0,305.618147762001
81441,300.0,232.97375354999758
179862,200.0,170.61307817540086
209959,327.5,328.0225186712903
414742,194.84,210.20173958265872
180005,200.0,145.6933592320997
5750,75.0,74.49044551918624
289785,95.0,166.5486750333637
177711,0.0,3.176146397499253
39780,360.0,267.7293404535506
126365,705.0,694.0482655828615
2264,393.54,367.85513279181566
326431,349.0,338.33913781658134
301782,93.5,157.94300136275473
326608,350.0,329.0378521113079
120374,70.0,108.111476051439
362634,650.0,656.4345117237164
256712,150.0,159.71592985665302
95868,0.0,3.1135773897585195
203869,195.0,151.29346920242952
110402,0.0,0.9867244908058828
305433,245.0,237.61131107616248
189679,389.5,383.0730846455272
89346,260.0,219.85003579700427
408925,0.0,2.639641917192772
317736,85.0,84.1428026148941
372209,114.0,144.60515825359576
281730,240.0,182.73105121610087
92423,341.6,226.54490084594372
220575,110.5,168.89349988235966
84206,199.8,190.25186254987872
91011,125.0,173.44440781688908
378855,278.0,266.8802237760068
339758,200.0,159.86552652562904
323900,125.0,157.07386536728035
195290,374.0,371.56214570915887
263379,200.0,158.4516736570965
174587,200.0,159.56476142215143
218401,400.0,396.1174987655634
224497,125.0,136.8057957582061
386578,597.0,603.3068711140467
67379,273.0,202.50730700968694
343711,350.45,322.57834600169116
237012,120.0,124.54380836463856
279314,200.0,186.66065509320126
211705,225.0,169.08876452353067
337695,557.59,559.1641806020496
28877,352.5,365.253467726802
296670,94.0,166.3349442815999
209025,232.5,172.3239305946172
407547,413.45,407.9354932814476
415074,0.0,-1.435591346984838
219539,175.55,281.8503039711455
111920,0.0,-0.3152586483253874
131059,0.0,-0.23056864949922365
10148,185.0,149.28470022973966
408681,0.0,0.5166771839190907
130817,0.0,1.7418060910618502
358213,250.0,227.19652051720792
241463,200.0,185.07853291732016
251744,250.0,391.2815878640775
379841,135.0,120.13982689999958
95957,140.0,164.78279103472428
397565,80.0,110.5920336867351
189444,200.0,148.85175066179036
248803,199.5,171.43847307663637
246422,155.0,152.77195772553983
117451,110.0,136.20277248423656
117547,125.0,177.29079293422305
330161,400.0,387.8795723667615
395464,120.0,121.77163864612605
314992,100.0,93.28394742114234
262712,160.0,142.0674390295315
33943,125.0,331.90584953356813
195084,200.0,156.94533720994107
103703,112.5,182.88823653870662
320313,69.0,69.58246800902192
272661,120.0,172.56052526730815
258284,135.0,144.64873044730263
347727,700.0,684.2849548957535
57433,220.0,195.31537647648494
252063,200.0,179.75977758304901
130020,135.0,155.95471574623497
220795,115.0,158.01406656453827
145326,200.0,134.07812230294215
282070,240.0,218.05192632992862
387264,95.0,115.56879736168611
141425,165.0,163.7164611740023
35703,154.0,180.00437413715358
13312,110.0,168.38981041604492
377636,160.0,126.41980878535026
97151,85.0,109.25466605039747
98382,359.5,209.87505385941324
68229,131.0,164.50426075284844
181767,150.0,141.9978782929928
316255,85.0,85.28264363861027
62999,198.0,159.91795544249518
253366,100.0,159.86795130910048
383972,617.0,608.6226088863526
72300,195.0,187.00780989713346
393559,299.77,269.74498080857376
109380,85.0,114.25891500146506
275717,150.0,136.0150796912746
194197,381.5,377.78965311640053
189123,197.5,177.51569662605422
166679,200.0,173.1677705107787
68632,182.5,120.2454629469326
24217,288.0,242.3317496171401
307274,87.0,202.36109267030997
197616,450.0,332.6774448835572
244228,75.0,157.31358734919803
94203,164.0,170.97433584747176
229932,582.5,576.8040018979614
154839,200.0,140.72452129062364
125820,85.0,140.66023501791614
416553,300.0,271.79017870945273
313511,0.0,5.306392734707556
405145,341.0,344.63863230467706
202619,250.0,144.09079846757703
131068,0.0,0.725025749990671
275096,150.0,177.19966244211437
37070,250.0,255.2840761809422
303295,205.0,194.87368817164878
69706,345.0,371.179381380545
291175,225.0,186.45677161556867
251340,650.0,614.971258116277
422523,170.89,179.72188726564804
71653,620.0,581.9138867071725
83388,600.0,583.7191697091602
74093,211.0,194.31732214358905
382448,156.97,88.77796973982257
195291,385.0,386.3947819761158
183811,200.0,168.75116744075078
271684,275.0,254.6827363064963
329050,200.0,175.28069452064355
91042,359.0,335.11836953292874
397050,138.0,114.5527063491002
190348,335.0,300.85468487233646
138307,0.0,14.780938492205134
203272,100.0,156.63993009388318
52516,225.0,328.7309405546445
298814,0.0,-0.47718048857606526
221723,0.0,1.9329582091775903
83649,298.86,256.77564164626114
29865,113.75,232.85987923293845
313618,220.0,220.77662917915373
320332,125.0,119.94048997475115
25837,342.0,244.20897790983932
77168,578.0,615.4792584753488
193236,425.0,430.21311596352945
420185,175.0,188.1666431081882
425990,225.0,181.57629637898387
166331,283.0,250.2229982800997
140642,112.5,164.1697196037965
196079,200.0,195.23659931301353
221736,199.02,184.1782068270945
315580,150.0,130.62997292452206
147755,0.0,3.045707277080236
33805,130.0,125.35756741319415
178113,145.0,156.07520878593868
263962,200.0,174.0066800597917
274545,170.0,212.44328972532293
94758,358.54,201.00964092435515
288669,115.0,157.57585779806845
24089,64.0,204.17692515987326
386792,69.0,343.4910383251934
296149,314.0,338.5179319343635
312216,200.0,173.33416612150364
213271,175.0,164.13977310400216
241030,200.0,187.30957852886985
179015,150.0,114.19657987736187
261250,175.15,159.28076314130604
88777,195.0,188.7502062660666
82062,423.5,419.40876485582334
79176,80.0,96.80562973372626
153326,415.0,407.99798354744195
188523,86.87,100.6866274506673
212809,130.0,161.81225487853112
213535,200.0,201.63159426073187
334665,105.0,180.16960645546246
90802,360.0,329.4037412266502
236312,437.5,416.75126388635573
265853,154.0,141.67901937598836
29671,310.11,219.42547029545582
59883,120.0,162.21492005216652
255831,310.0,357.0485414173746
73306,132.0,172.37075021103112
24398,241.01,221.37495384610315
10168,350.0,310.060807462886
188235,200.0,176.12443476352482
275003,147.0,116.28395294453885
8738,120.0,192.77357927277404
186696,404.66,408.2972899605663
95907,507.06,479.1271226072831
415218,235.0,189.6776230473842
317004,69.0,70.50006057766315
279130,150.0,195.61198348919532
274953,450.0,436.26023975141817
234895,75.0,160.9165111834862
355670,280.0,242.9683766309911
112164,225.0,232.5496801355384
67103,118.0,116.85412442455716
301213,215.0,167.3705420486168
289092,212.5,191.4955194385946
240262,132.0,141.8215849501431
233045,125.0,182.0482804281784
208577,225.0,171.69659201731255
238700,200.0,168.5028769407305
159916,100.14,99.17773218227015
233570,390.0,387.7191270479407
403987,0.0,-4.590495079221384
205526,85.0,157.28635454302182
10186,225.0,247.23388846195914
351846,214.65,522.7256063914416
274426,450.0,450.5414567397489
80194,154.0,178.1692441765419
138495,146.97,157.48251189239048
60314,25.0,23.706547336544418
385215,185.0,112.91590201915785
386759,594.0,595.3291294054832
176713,144.89,134.46150962627914
395733,255.0,259.7280444228148
355226,240.0,219.62805593238173
194026,340.0,332.9467722036393
55225,250.0,193.16374811968953
337318,232.0,201.0229180859418
401617,200.0,161.26353982698132
388783,55.0,117.99255802222845
371370,50.0,87.49963440488918
44839,287.0,166.17691727409536
99339,135.0,118.33019149592548
387573,287.0,298.68741371924517
42368,0.0,1.2577117376005431
368759,50.0,122.50843774417133
278299,0.0,1.9598949224046933
404896,313.0,312.4628002088565
86413,150.0,192.28579593523722
47792,307.5,283.937361146203
286471,129.49,128.3826625088951
127898,0.0,5.435083991107726
252762,0.0,1.712600584969417
183284,135.0,101.31973854659377
248381,375.0,371.81022936794136
387487,169.99,124.96965251452664
3872,80.0,143.62358438700903
260101,250.0,245.68457083379855
397671,329.72,317.4432630537865
125401,100.0,115.16279916224164
44557,326.0,174.85303284269753
297705,0.0,0.35294222372760764
353617,240.0,209.3497185137516
192347,564.25,567.9976154049882
334283,0.0,5.493068528194765
399458,257.47,252.3703137686584
317561,150.0,141.8261938568758
199636,300.0,230.59072744813548
192099,250.0,253.50777336135533
302550,94.3,128.27269792681486
351965,85.0,164.11872108199597
95781,125.0,156.73495213530288
280130,272.5,270.54840308450207
277015,245.29,170.51747460441737
269597,315.0,318.2881174134643
311645,100.0,137.05776817560698
305549,85.0,114.52053111749458
106391,660.0,653.8185296520599
175022,279.0,277.31768921919723
105423,202.5,227.52665045220087
406236,100.0,68.3018383064397
262621,160.0,169.70584955469283
289253,85.0,153.76764843098923
164951,300.0,284.90027734532646
72761,110.0,106.58855065743067
377403,159.95,121.53812882770615
275658,100.0,183.72437353074196
17132,275.0,182.52092208943395
85801,256.0,223.64854084186808
388194,287.5,286.532003142676
44437,428.42,402.6762500476695
229599,250.0,194.97721303865532
405072,50.0,85.33396658466158
280996,224.0,323.13580000497853
312920,0.0,6.14590364574029
177557,200.0,144.90381088782044
390381,422.5,429.39279972238296
412083,112.5,235.9304922311923
161458,68.7,113.34274418993007
125073,95.0,156.65584564544062
111879,80.0,77.6532024750178
23500,80.0,160.1389498297485
305249,242.78,212.63491763073887
389988,135.0,122.33380231947218
386730,70.0,137.81159449104229
336278,230.0,179.3832839501939
409776,298.0,285.0809666530659
254022,105.0,149.98748051191458
90458,307.78,215.71977379996375
111376,80.0,73.86762960074421
395523,709.0,722.2623516051564
59454,240.0,258.16214463034737
11758,100.5,187.02278945213504
300667,225.0,169.0411093407881
390462,233.75,221.3369327974751
385084,75.0,120.59491435585248
97731,85.0,163.83785939987095
2781,540.0,294.79737091782056
14505,177.0,157.21570451160252
264476,170.0,163.80436505504605
382614,456.0,452.370156806266
32515,120.0,197.47697293610247
282190,240.0,188.66080911537014
126513,165.0,178.98139446833153
154767,95.0,166.6936525296085
226393,235.5,245.5236366017039
141,345.0,236.40241373683116
282618,170.0,177.19643971841126
172649,295.0,287.63041926497016
90406,350.0,353.0118655706295
53434,247.0,204.2124225965361
216580,200.0,175.74227298243892
50315,132.5,240.33624569103404
409359,350.0,343.7785140976424
229335,200.0,190.07287026037523
55549,300.0,213.90569513674544
105235,300.0,177.9064018591265
102260,257.75,257.91225586212295
95530,356.5,284.1570262715053
325122,500.0,483.6452821756505
336627,140.0,147.52024428515284
195866,190.0,173.94721051099359
108204,165.0,172.64893977577847
287158,167.5,191.53488886277336
337565,587.11,581.3449807977669
161679,80.0,91.58603592839923
412712,140.0,156.98376764144666
198956,143.75,152.44985974823317
305722,245.0,214.11393029712684
383760,145.09,137.46283418235626
366683,250.0,215.10897522048904
